wo_number,work_dept,work_code,est_hrs,actual_hrs,hrs_variance,est_cost,job_cost,cost_variance,description,source_tier,source_file
10024.3,0200,0200,2.0,0.0,-2.0,84.92,0.0,-84.92,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,0200,0210,5.0,0.0,-5.0,212.3,0.0,-212.3,SHEET METAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,0200,0220,8.0,0.0,-8.0,339.68,0.0,-339.68,EXTRUSIONS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,0200,0270,8.0,0.0,-8.0,339.68,0.0,-339.68,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,0200,0282,2.0,0.0,-2.0,84.92,0.0,-84.92,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,0300,0340,4.0,0.0,-4.0,169.84,0.0,-169.84,ELECTRICAL WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,0400,0410,4.0,0.0,-4.0,169.84,0.0,-169.84,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,0400,0420,6.0,0.0,-6.0,254.76,0.0,-254.76,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,0600,0610,1.0,0.0,-1.0,57.2,0.0,-57.2,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,0600,0615,2.0,0.0,-2.0,114.4,0.0,-114.4,WIRING - INSTALLATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,0600,0640,3.5,0.0,-3.5,400.4,0.0,-400.4,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,0600,0815,1.0,0.0,-1.0,57.2,0.0,-57.2,SURVEY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,5300,5320,1.0,0.0,-1.0,42.46,0.0,-42.46,ADMINSTRATIVE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,0100,0110,1.0,0.75,-0.25,46.32,31.85,-14.47,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,0200,0200,2.0,0.0,-2.0,86.85,0.0,-86.85,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,0200,0210,5.0,4.75,-0.25,217.13,192.52,-24.61,SHEET METAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,0200,0215,1.5,1.5,60.8,60.8,,,STRUCTURAL STEEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,0200,0220,8.0,11.25,3.25,347.4,432.81,85.41,EXTRUSIONS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,0200,0270,8.0,1.75,-6.25,347.4,64.17,-283.23,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,0200,0282,2.0,0.0,-2.0,86.85,0.0,-86.85,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,0200,9200,4.25,4.25,170.32,170.32,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,0300,0340,4.0,7.5,3.5,173.7,325.69,151.99,ELECTRICAL WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,0400,0410,4.0,2.0,-2.0,173.7,88.78,-84.92,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,0400,0420,6.0,3.25,-2.75,260.55,144.27,-116.28,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,0600,0610,1.0,2.25,1.25,64.35,134.79,70.44,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,0600,0615,2.0,0.0,-2.0,114.4,0.0,-114.4,WIRING - INSTALLATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,0600,0620,1.5,1.5,84.7,84.7,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,0600,0630,3.5,3.5,210.24,210.24,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,0600,0640,3.5,0.0,-3.5,400.4,0.0,-400.4,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,0600,0815,1.0,1.5,0.5,64.35,90.09,25.74,SURVEY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,5300,5320,1.0,0.0,-1.0,43.43,0.0,-43.43,ADMINSTRATIVE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10025.1,0100,0110,1.75,1.75,50.67,50.67,,,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10025.1,0200,0235,0.75,0.75,21.71,21.71,,,ROUTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10025.1,0200,0270,0.5,0.5,14.48,14.48,,,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10025.1,0400,0410,0.5,0.5,18.82,18.82,,,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10025.1,0400,0420,0.25,0.25,9.42,9.42,,,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10025.1,0400,9400,0.75,0.75,28.24,28.24,,,PAINT DEPT OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10025.1,0600,0620,0.5,0.5,23.8,23.8,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10025.1,0600,0630,2.25,2.25,113.69,113.69,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10025.1,0700,9700,0.5,0.5,21.45,21.45,,,SERVICE LABOR - OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10026.1,0200,0280,3.5,3.5,122.09,122.09,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10026.1,0200,9200,0.5,0.5,18.82,18.82,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10027.1,0600,0610,0.5,0.5,24.31,24.31,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10027.1,0600,0620,2.25,2.25,111.3,111.3,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10027.1,0600,0625,10.0,3.5,-6.5,572.0,185.19,-386.81,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10027.1,0600,0630,2.5,2.5,121.55,121.55,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10027.1,0600,0825,2.0,0.0,-2.0,75.85,0.0,-75.85,SCRAP/JUNK,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10027.1,0600,9600,0.25,0.25,12.16,12.16,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10027.2,0600,0625,8.0,0.0,-8.0,457.6,0.0,-457.6,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10027.2,0600,0825,1.5,0.0,-1.5,56.89,0.0,-56.89,SCRAP/JUNK,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10028.1,0099,0098,1.5,1.5,60.8,60.8,,,PERMIT SUBMITTED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10028.1,0099,0099,1.0,1.0,40.53,40.53,,,PERMIT RECEIVED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10028.1,0100,0110,0.5,0.0,-0.5,21.23,0.0,-21.23,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10028.1,0500,0510,0.5,0.0,-0.5,21.23,0.0,-21.23,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10028.1,0500,0520,0.5,0.75,0.25,21.23,29.2,7.97,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10028.1,0600,0612,1.0,0.0,-1.0,61.49,0.0,-61.49,INSTALL - NO CRANE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10028.1,0600,0630,0.5,0.5,21.45,21.45,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10028.2,0100,0110,0.5,0.0,-0.5,21.23,0.0,-21.23,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10028.2,0500,0510,0.5,0.0,-0.5,21.23,0.0,-21.23,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10028.2,0500,0520,0.5,0.5,0.0,21.23,19.3,-1.93,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10028.2,0500,0530,0.75,0.0,-0.75,31.85,0.0,-31.85,PRINTED GRAPHICS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10028.2,0600,0612,1.0,0.0,-1.0,61.49,0.0,-61.49,INSTALL - NO CRANE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10028.2,0600,0630,0.25,0.25,10.73,10.73,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10028.2,0600,9600,0.25,0.25,10.73,10.73,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10029.1,0200,9200,0.25,0.25,9.42,9.42,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1003.1,0100,0110,1.0,1.0,30.46,30.46,,,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1003.1,0200,0230,14.75,14.75,502.21,502.21,,,CHANNEL LETTERS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1003.1,0200,0260,4.75,4.75,202.34,202.34,,,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1003.1,0200,0280,1.0,1.0,42.59,42.59,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1003.1,0300,0320,2.75,2.75,117.13,117.13,,,NEON WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1003.1,0300,0330,9.5,9.5,389.87,389.87,,,NEON BENDING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1003.1,0400,0410,1.0,1.0,32.26,32.26,,,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1003.1,0400,0420,0.5,0.5,16.13,16.13,,,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1003.1,0500,0520,0.75,0.75,22.81,22.81,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10030.1,0200,9200,0.25,0.25,9.42,9.42,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.1,0100,0110,1.0,0.5,-0.5,42.46,19.78,-22.68,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.1,0100,0120,1.25,1.25,37.4,37.4,,,PRINTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.1,0200,0210,0.5,0.0,-0.5,21.23,0.0,-21.23,SHEET METAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.1,0200,0220,4.0,4.0,119.66,119.66,,,EXTRUSIONS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.1,0200,0270,3.0,0.0,-3.0,127.38,0.0,-127.38,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.1,0400,0410,1.0,1.75,0.75,42.46,65.88,23.42,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.1,0400,0420,2.0,2.5,0.5,84.92,94.09,9.17,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.1,0500,0510,1.0,0.0,-1.0,42.46,0.0,-42.46,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.1,0500,0520,0.25,0.25,9.65,9.65,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.1,0500,0530,1.5,0.0,-1.5,63.69,0.0,-63.69,PRINTED GRAPHICS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.1,0500,0550,1.5,0.5,-1.0,63.69,19.3,-44.39,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.1,0500,9500,0.5,0.5,19.3,19.3,,,VINYL DEPT OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.1,0600,0605,3.0,0.0,-3.0,171.6,0.0,-171.6,FOOTING - INSTALLATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.1,0600,0610,1.0,0.0,-1.0,57.2,0.0,-57.2,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.1,0600,0640,2.0,0.0,-2.0,228.8,0.0,-228.8,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.1,0700,0720,3.5,3.5,180.18,180.18,,,SERVICE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.2,0100,0110,1.0,0.5,-0.5,42.46,19.78,-22.68,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.2,0200,0210,0.5,0.0,-0.5,21.23,0.0,-21.23,SHEET METAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.2,0200,0220,2.25,2.25,67.32,67.32,,,EXTRUSIONS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.2,0200,0270,3.0,0.0,-3.0,127.38,0.0,-127.38,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.2,0200,9200,0.5,0.5,14.96,14.96,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.2,0400,0410,1.0,1.75,0.75,42.46,65.88,23.42,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.2,0400,0420,2.0,2.5,0.5,84.92,94.09,9.17,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.2,0500,0510,1.0,0.0,-1.0,42.46,0.0,-42.46,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.2,0500,0520,1.75,1.75,67.55,67.55,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.2,0500,0530,1.5,0.0,-1.5,63.69,0.0,-63.69,PRINTED GRAPHICS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.2,0500,0550,1.5,0.0,-1.5,63.69,0.0,-63.69,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.2,0600,0605,3.0,0.0,-3.0,171.6,0.0,-171.6,FOOTING - INSTALLATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.2,0600,0610,1.0,1.0,0.0,57.2,52.91,-4.29,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.2,0600,0625,1.0,1.0,52.91,52.91,,,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.2,0600,0630,5.0,5.0,264.55,264.55,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.2,0600,0640,2.0,0.0,-2.0,228.8,0.0,-228.8,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10031.2,0700,0720,2.5,2.5,128.7,128.7,,,SERVICE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10032.1,0100,0110,0.5,0.5,19.78,19.78,,,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10032.1,0500,0520,1.5,1.5,57.9,57.9,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10033.1,0100,0110,0.5,0.0,-0.5,21.23,0.0,-21.23,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10033.1,0200,0270,0.75,0.75,28.95,28.95,,,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10033.1,0500,0510,0.5,0.0,-0.5,21.23,0.0,-21.23,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10033.1,0500,0520,0.25,0.0,-0.25,10.62,0.0,-10.62,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10033.1,0500,0530,0.5,0.0,-0.5,21.23,0.0,-21.23,PRINTED GRAPHICS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10033.1,0500,0550,0.5,0.0,-0.5,21.23,0.0,-21.23,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10033.1,0600,0625,1.0,0.0,-1.0,57.2,0.0,-57.2,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10033.1,0600,0630,1.0,0.0,-1.0,57.2,0.0,-57.2,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0099,0098,1.0,1.0,40.53,40.53,,,PERMIT SUBMITTED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0100,0110,1.0,0.5,-0.5,42.46,19.78,-22.68,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0200,0200,1.0,0.25,-0.75,42.46,7.24,-35.22,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0200,0220,2.0,0.0,-2.0,84.92,0.0,-84.92,EXTRUSIONS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0200,0230,4.5,17.75,13.25,191.07,569.84,378.77,CHANNEL LETTERS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0200,0235,1.5,0.0,-1.5,63.69,0.0,-63.69,ROUTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0200,0260,4.0,3.5,-0.5,169.84,135.1,-34.74,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0200,0270,0.25,0.25,9.65,9.65,,,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0200,9200,0.25,0.25,9.65,9.65,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0300,0310,2.0,0.0,-2.0,84.92,0.0,-84.92,BALLAST WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0300,0340,1.0,2.75,1.75,42.46,79.62,37.16,ELECTRICAL WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0400,0410,1.0,1.0,0.0,42.46,37.64,-4.82,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0400,0420,1.5,1.0,-0.5,63.69,37.64,-26.05,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0500,0520,4.5,4.5,174.43,174.43,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0500,0550,1.0,1.0,0.0,42.46,38.6,-3.86,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0500,9500,0.75,0.75,28.95,28.95,,,VINYL DEPT OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0600,0610,1.0,0.75,-0.25,57.2,36.47,-20.73,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0600,0620,0.66,0.75,0.09,37.42,35.7,-1.72,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0600,0625,2.0,0.0,-2.0,114.4,0.0,-114.4,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0600,0630,7.0,7.0,355.37,355.37,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0600,0640,3.0,0.0,-3.0,343.2,0.0,-343.2,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.1,0600,9600,2.5,2.5,126.94,126.94,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.2,0100,0110,0.5,0.0,-0.5,21.23,0.0,-21.23,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.2,0200,0235,1.25,1.25,36.19,36.19,,,ROUTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.2,0200,0260,1.0,0.0,-1.0,42.46,0.0,-42.46,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.2,0200,9200,0.25,0.25,7.24,7.24,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.2,0500,0520,0.5,2.0,1.5,21.23,77.68,56.45,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.2,0500,0550,1.0,0.5,-0.5,42.46,19.3,-23.16,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.2,0600,0630,1.0,0.0,-1.0,57.2,0.0,-57.2,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.3,0100,0110,1.0,0.0,-1.0,42.46,0.0,-42.46,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.3,0500,0510,1.0,0.0,-1.0,42.46,0.0,-42.46,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.3,0500,0520,2.0,4.0,2.0,84.92,155.62,70.7,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.3,0600,0630,4.0,0.0,-4.0,228.8,0.0,-228.8,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.3,0600,0815,0.5,0.0,-0.5,28.6,0.0,-28.6,SURVEY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.4,0200,0200,1.0,1.0,28.95,28.95,,,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.4,0200,0235,1.75,1.75,50.66,50.66,,,ROUTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.4,0500,0550,0.25,0.25,9.65,9.65,,,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.4,0600,0620,0.66,0.0,-0.66,37.42,0.0,-37.42,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.4,0600,0625,4.0,0.0,-4.0,228.8,0.0,-228.8,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.4,0600,0825,1.0,0.0,-1.0,37.92,0.0,-37.92,SCRAP/JUNK,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.5,0099,0099,0.5,0.5,20.27,20.27,,,PERMIT RECEIVED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.6,0100,0110,0.5,0.0,-0.5,21.23,0.0,-21.23,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.6,0500,0520,0.75,0.5,-0.25,31.85,19.55,-12.3,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.6,0600,0612,0.5,0.0,-0.5,30.75,0.0,-30.75,INSTALL - NO CRANE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.6,0600,0630,1.0,1.0,42.9,42.9,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.7,0100,0110,1.0,0.0,-1.0,42.46,0.0,-42.46,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
