inventory_type,Ven Nbr,Vendor Address                               ,Remit to                                     ,Contact Info                                 ,Terms,Last PO,Last Payment,source_tier,source_file,ingested_at
,,9289 SWANSON BLVD                            ,                                             ,                                             ,,,8/4/22,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,SUITE 4                                      ,                                             ,                                             ,,,30.14,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"CLIVE, IA 50325-6909                         ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2039.0,ALLFASTENERS USA LLC                         ,SAME                                         ,Ph : 888-859-6060                            ,Net 30,,Ck #2039,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,PO BOX 933167                                ,                                             ,                                             ,,8/5/22,9/13/22,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"CLEVELAND, OH 44193                          ",                                             ,                                             ,,,"2,067.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2040.0,TIMBER VALLEY CONSTRUCTION LLC               ,TIMBER VALLEY CONSTRUCTION LLC               ,                                             ,Net 30,21622,Ck #2040,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,3191 220TH ST.                               ,PO BOX 98                                    ,                                             ,,11/2/22,5/3/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"ST. CHARLES, IA 50240                        ","MARTINSDALE, IA 50160                        ",                                             ,,,"13,800.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2041.0,RANDY MCCROSKEY                              ,SAME                                         ,                                             ,Net 30,,Ck #23302,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,205 2ND ST NW                                ,                                             ,                                             ,,,8/18/22,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"MITCHELLVILLE, IA 50169                      ",                                             ,                                             ,,,"1,693.10",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2042.0,TUBELITEDENCO                                ,TUBELITE                                     ,                                             ,Net 30,,Ck #2042,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,102 SEMORAN COMMERCE PLACE                   ,PO BOX 745328                                ,                                             ,,,8/23/22,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"APOPKA, FL 32703                             ","ATLANTA, GA 30374-5328                       ",                                             ,,,"2,292.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2043.0,TSS                                          ,SAME                                         ,BOBBY                                        ,Net 30,21332,Ck #2043,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,2100 HOOVER RD                               ,                                             ,                                             ,,8/22/22,8/26/22,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"WARREN, MI 48089                             ",                                             ,                                             ,,,721.29,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2044.0,TONY MORO POWDER COAT & BLASTING             ,SAME                                         ,Ph : 515 282 1111                            ,Net 30,22662,Ck #2044,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,2341 2ND AVE                                 ,                                             ,                                             ,,8/25/23,8/29/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"DES MOINES, IA 50313-4927                    ",                                             ,                                             ,,,958.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2045.0,AVAILA BANK                                  ,SAME                                         ,                                             ,Net 30,,Ck #23349,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,200 N MAIN ST                                ,                                             ,                                             ,,,8/31/22,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"POCAHONTAS, IA 50574                         ",                                             ,                                             ,,,150.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2046.0,METRO FIBERNET LLC                           ,SAME                                         ,                                             ,Net 30,,Ck #2046,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,PO BOX 630903                                ,                                             ,                                             ,,,7/8/25,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"CINCINNATI, OH 45263-0903                    ",                                             ,                                             ,,,480.13,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2047.0,MATT ZELIADT                                 ,SAME                                         ,                                             ,Net 30,,Ck #26783,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,605 SW 37TH ST.                              ,                                             ,                                             ,,,7/2/25,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"GRIMES, IA 50111                             ",                                             ,                                             ,,,6.54,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2048.0,JAMESPORT CONCRETE LLC                       ,SAME                                         ,Ph : 660-605-1246                            ,Net 30,,Ck #23452,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,20282 STATE ROUTE K                          ,                                             ,                                             ,,,9/30/22,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"GALLATIN, MO 64640                           ",                                             ,                                             ,,,807.92,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2049.0,DIVERSIFIED SIGN SERVICES LLC                ,DIVERSIFIED SIGN SERVICE LLC                 ,jason@diversifiedsignservices.com            ,Net 30,21603,Ck #2049,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,90 SOUTH PARK ST.                            ,"108 ATWOODVILLE RD,                          ",Ph : 860 579 3436                            ,,12/1/22,11/15/22,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"WILLIMANTIC, CT 06226                        ","MANSFIELD CENTER,, CT 06250                  ",                                             ,,,"1,150.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2051.0,PHOENIX SCALE                                ,SAME                                         ,DAN LUKE                                     ,Net 30,21723,Ck #2051,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,3593 MEMORIAL HWY                            ,                                             ,phoenixsca@aol.com                           ,,11/30/22,12/21/22,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"DALLAS, PA 18612                             ",                                             ,Ph : 570 675 0345                            ,,,238.50,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2052.0,CITY OF HOLSTEIN                             ,SAME                                         ,Ph : 712-368-4898                            ,Net 30,,Ck #23699,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,119 S MAIN ST                                ,                                             ,                                             ,,,12/16/22,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"HOLSTEIN, IA 51025                           ",                                             ,                                             ,,,100.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2053.0,OUTLAW SIGNS                                 ,SAME                                         ,steve@outlawsga.com                          ,Net 30,,Ck #2053,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"1125 W 20TH ST.,                             ",                                             ,Ph : 712 775 2599                            ,,,11/17/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"CARROLL, IA 51401                            ",                                             ,                                             ,,,740.44,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2054.0,K. JOHNSON CONSTRUCTION                      ,SAME                                         ,Ph : 515 630 2370                            ,Net 30,,Ck #2054,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,3700 SE BEISSER DR                           ,                                             ,                                             ,,,1/17/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,SUITE A                                      ,                                             ,                                             ,,,388.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"GRIMES, IA 50111                             ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2055.0,CITY OF BELLEVUE                             ,SAME                                         ,                                             ,Net 30,,Ck #23965,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,1510 WALL STREET                             ,                                             ,                                             ,,,3/9/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"BELLEVUE, NE 68005                           ",                                             ,                                             ,,,200.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2056.0,OPG-3                                        ,SAME                                         ,                                             ,Net 30,,Ck #2056,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,8030 OLD CEDAR AVE S                         ,                                             ,                                             ,,,6/18/25,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,#205                                         ,                                             ,                                             ,,,"1,361.75",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"BLOOMINGTON, MN 55425-1215                   ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2057.0,CITY OF WAVERLY                              ,SAME                                         ,                                             ,Net 30,,Ck #24142,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,200 FIRST ST NE                              ,                                             ,                                             ,,,5/3/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,PO BOX 616                                   ,                                             ,                                             ,,,45.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"WAVERLY, IA 50677                            ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2058.0,GUTHRIE COUNTY                               ,SAME                                         ,                                             ,Net 30,,Ck #24165,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,1009 EAST ANTHONY STREET                     ,                                             ,                                             ,,,5/12/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,PO BOX 768                                   ,                                             ,                                             ,,,30.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"CARROLL, IA 51401                            ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2059.0,JOHN STURGEON                                ,SAME                                         ,                                             ,Net 30,,Ck #24216,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,14356 QUINLAN AVE                            ,                                             ,                                             ,,,6/1/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"BOUTON, IA 50039                             ",                                             ,                                             ,,,500.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2060.0,ELITE CONCRETE CONCEPTS                      ,SAME                                         ,MR. ARNOLD                                   ,Net 30,22378,Ck #2060,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,ARNOLD CONCRETE INC.                         ,                                             ,Ph : 660 973 0093                            ,,6/9/23,6/12/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,18953 BOULDER DR.                            ,                                             ,                                             ,,,"1,875.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"MILAN, MO 63556                              ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2061.0,LUMINOUS NEON INC.                           ,SAME                                         ,JUSTIN FERGUSON                              ,Net 30,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,1805 E. 123RD ST.                            ,                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"OLATHE,, KS 66061                            ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2062.0,JULIE'S SIGN SHOPPE                          ,SAME                                         ,Ph : 775-746-4337                            ,Net 30,22389,Ck #2062,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,125 EAST GLENDALE AVE                        ,                                             ,                                             ,,6/13/23,8/4/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"SPARKS, NV 89431                             ",                                             ,                                             ,,,250.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2063.0,TIMBER CREEK THERAPIES                       ,SAME                                         ,                                             ,Net 30,,Ck #24320,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,2400 POPLAR AVE                              ,                                             ,                                             ,,,7/13/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"GUTHRIE CENTER, IA 50115                     ",                                             ,                                             ,,,500.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2064.0,SMOOTHIE KING                                ,SAME                                         ,                                             ,Net 30,,Ck #24335,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,PO BOX 42425                                 ,                                             ,                                             ,,,7/18/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"URBANDALE, IA 50323                          ",                                             ,                                             ,,,7.89,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2065.0,CREME                                        ,SAME                                         ,                                             ,Net 30,,Ck #24395,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,543 28TH ST                                  ,                                             ,                                             ,,,8/4/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"DES MOINES, IA 50312                         ",                                             ,                                             ,,,"3,041.87",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2066.0,L & E QUALITY CONSTRUCTION                   ,SAME                                         ,beau leymaster <beauleymaster@hotmail.com>   ,Net 30,22848,Ck #2066,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,1201 SE POPLAR ST.                           ,                                             ,Ph : 641 414 1921                            ,,10/7/23,10/9/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"LEON, IA 50144                               ",                                             ,                                             ,,,"1,432.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2068.0,SIGN PRO                                     ,SAME                                         ,KENYON CROUCH INSTALL MANAGER                ,Net 30,22821,Ck #2068,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,2274 W HERITAGE CIRCLE                       ,                                             ,kenyon@gosignpro.com                         ,,10/2/23,10/26/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"IDAHO FALLS, ID 83402                        ",                                             ,Ph : 208 523 8540                            ,,,"1,050.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2070.0,CITY OF ELKHART                              ,SAME                                         ,MARISSA BUTLER                               ,Net 30,,Ck #24665,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,260 NW MAIN ST                               ,                                             ,deputlyclerk@cityofelkhart.com               ,,,10/23/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"ELKHART, IA 50073                            ",                                             ,Ph : 515-367-4735                            ,,,75.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2072.0,LOWRY MOTORSPORTS & RV'S LLC                 ,SAME                                         ,                                             ,Net 30,22910,Ck #2072,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,PO BOX 308                                   ,                                             ,                                             ,,10/26/23,2/28/24,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,120 WEST STREET SOUTH                        ,                                             ,                                             ,,,"8,876.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"GRINNELL, IA 50112                           ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2073.0,CITY OF DE SOTO                              ,SAME                                         ,                                             ,Net 30,,Ck #24701,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,405 WALNUT STREET                            ,                                             ,                                             ,,,11/2/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,PO BOX 100                                   ,                                             ,                                             ,,,50.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"DE SOTO, IA 50069                            ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2074.0,CITY OF ELDORA                               ,SAME                                         ,                                             ,Net 30,,Ck #24731,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,1442 WASHINGTON STREET                       ,                                             ,                                             ,,,11/8/23,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"ELDORA, IA 50627                             ",                                             ,                                             ,,,375.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2075.0,AMERICANA OUTDOORS                           ,SAME                                         ,jay@americana.com                            ,Net 30,23581,Ck #2075,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,PO BOX 1290                                  ,                                             ,Ph : 1-800-851-0865                          ,,4/11/24,4/29/24,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,#2 INDUSTRIAL DR.                            ,                                             ,Fax: 618 548 2890                            ,,,507.51,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"SALEM, IL 62881                              ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2076.0,IOWA FIRE EQUIPMENT/PYE BARKER               ,SAME                                         ,ETHAN                                        ,Net 30,23069,Ck #2076,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,2800 DELAWARE                                ,                                             ,Ph : 515 265 8030                            ,,11/30/23,12/19/24,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"DES MOINES, IA 50317                         ",                                             ,Fax: feservice2@iafire.com                   ,,,228.69,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2078.0,DEWEY DODGE JEEP                             ,SAME                                         ,SERVICE ADVISOR - DUSTIN MASKER              ,Net 30,24828,Ck #2078,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,3175 SE DELAWARE AVE.                        ,                                             ,Ph : 515 414 7522                            ,,3/11/25,3/12/25,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"ANKENY, IA 50021                             ",                                             ,                                             ,,,"9,987.47",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2079.0,EXPRESS EMPLOYMENT PROFESSIONALS             ,SAME                                         ,                                             ,Net 30,,Ck #2079,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,PO BOX 203901                                ,                                             ,                                             ,,,7/16/25,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"DALLAS, TX 75320-3901                        ",                                             ,                                             ,,,"1,176.48",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2080.0,THE WALDINGER CORPORATION                    ,SAME                                         ,                                             ,Net 30,,Ck #2080,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,PO BOXS 1612                                 ,                                             ,                                             ,,,1/18/24,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"DES MOINES, IA 50306                         ",                                             ,                                             ,,,"2,900.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2081.0,ANKENY PIZZA LLC                             ,SAME                                         ,                                             ,Net 30,,Ck #25150,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,3939 GRAND AVE                               ,                                             ,                                             ,,,2/13/24,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"DES MOINES, IA 50312                         ",                                             ,                                             ,,,"4,161.63",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2083.0,ROAD HUSKY TRAILER                           ,SAME                                         ,                                             ,Net 30,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,27890 FAIRGROUBND RD                         ,                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"ADEL, IA 50003                               ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2084.0,C&K HEATING & COOLING                        ,SAME                                         ,Ph : 515-310-1174                            ,Net 30,,Ck #2084,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,2312 EDISON ST                               ,                                             ,                                             ,,,7/10/25,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"AMES, IA 50010                               ",                                             ,                                             ,,,100.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2085.0,EASTERSEALS IOWA                             ,SAME                                         ,                                             ,Net 30,,Ck #25313,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,401 NE 66TH AVENUE                           ,                                             ,                                             ,,,3/28/24,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"DES MOINES, IA 50313                         ",                                             ,                                             ,,,152.53,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2086.0,LIBERTY ANODIZING                            ,SAME                                         ,Ph : 319-627-4112                            ,Net 30,23537,Ck #2086,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,607 EAST A STREET                            ,                                             ,                                             ,,4/2/24,4/10/24,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"WEST LIBERTY, IA 52776                       ",                                             ,                                             ,,,600.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2087.0,DES MOINES PUBLIC SCHOOLS                    ,SAME                                         ,                                             ,Net 30,,Ck #25328,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,2100 FLEUR DR                                ,                                             ,                                             ,,,4/2/24,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"DES MOINES, IA 50321                         ",                                             ,                                             ,,,"2,797.50",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2089.0,ENCORE STRIPING & SWEEPING                   ,SAME                                         ,MATT                                         ,Net 30,23654,Ck #2089,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,P O BOX 71698                                ,                                             ,Ph : 515 809 5700                            ,,5/1/24,5/14/24,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"CLIVE, IA 50325                              ",                                             ,                                             ,,,250.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2090.0,FORSURE ROOFING & SHEET METAL                ,SAME                                         ,                                             ,Net 30,,Ck #2090,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,6545 NE 14TH ST                              ,                                             ,                                             ,,,5/6/24,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,,"DES MOINES, IA 50313                         ",                                             ,                                             ,,,810.30,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
,2091.0,JC CROSS CO                                  ,SAME                                         ,                                             ,Net 30,23746,Ck #2091,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:06:08.793144
